종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"004250","NPC","KOSPI",,"3740","-55","-1.45","3765","3795","3720","0.0","245072457","137332800000","37.0"
"004255","NPC우","KOSPI",,"2495","-5","-0.20","2515","2515","2480","0.0","12655770","13173600000","5.0"
"222160","NPX","KOSDAQ","관리종목(소속부없음)","8040","0","0.00","0","0","0","0.0","0","79551289560","10.0"
"456040","OCI","KOSPI",,"58700","0","0.00","59400","59900","58300","0.0","2450418500","525511456500","9.0"
"010060","OCI홀딩스","KOSPI",,"108100","2600","2.46","107600","110400","104700","0.0","18619722100","2018252079200","19.0"
"178920","PI첨단소재","KOSPI",,"15740","190","1.22","15660","15980","15650","0.0","905496180","462225908280","29.0"
"001340","PKC","KOSPI",,"5600","-30","-0.53","5590","5720","5540","0.0","1351751945","251543079200","45.0"
"024940","PN풍년","KOSDAQ","벤처기업부","5040","10","0.20","5180","5180","4955","0.0","916037600","50400000000","10.0"
"005490","POSCO홀딩스","KOSPI",,"302500","5000","1.68","297500","308000","297000","0.0","112633555000","24482217980000","81.0"
"332570","PS일렉트로닉스","KOSDAQ","벤처기업부","7150","210","3.03","7100","7300","6530","7.0","48885733000","313096540900","44.0"
"218410","RFHIC","KOSDAQ","우량기업부","35600","550","1.57","35100","35950","34700","0.0","8361955825","943522535200","27.0"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부","25350","-200","-0.78","25750","26350","24600","0.0","4210462700","213782405850","8.0"
"474610","RF시스템즈","KOSDAQ","벤처기업부","5030","-50","-0.98","5200","5340","5000","0.0","1279866040","67541944660","13.0"
"091340","S&K폴리텍","KOSDAQ","중견기업부","2325","-20","-0.85","2345","2370","2325","0.0","123430105","27211151325","12.0"
"010950","S-Oil","KOSPI",,"84600","4300","5.35","82900","85800","80400","0.0","41962414500","9524504203200","113.0"
"010955","S-Oil우","KOSPI",,"48400","650","1.36","48400","49000","47550","0.0","1104362975","194661266800","4.0"
"419530","SAMG엔터","KOSDAQ","기술성장기업부","41200","-250","-0.60","41950","42200","39400","0.0","5703225850","404770018000","10.0"
"019550","SBI인베스트먼트","KOSDAQ","벤처기업부","731","-1","-0.14","732","743","719","0.0","220975225","118470666325","162.0"
"034120","SBS","KOSPI",,"18750","-210","-1.11","19040","19100","18660","0.0","934480610","347835712500","19.0"
"003080","SB성보","KOSPI",,"2735","-10","-0.36","2745","2770","2735","0.0","34263935","54754700000","20.0"
"246960","SCL사이언스","KOSDAQ","기술성장기업부","2410","95","4.10","2530","2530","2240","0.0","202331396","81873269510","34.0"
"099220","SDN","KOSDAQ","중견기업부","1086","6","0.56","1071","1098","1071","0.0","150067175","70529564100","65.0"
"036540","SFA반도체","KOSDAQ","우량기업부","5720","850","17.45","5980","6110","5580","13.0","76339164840","940712933160","164.0"
"255220","SG","KOSDAQ","중견기업부","2520","20","0.80","2485","2550","2415","2.0","4399230370","261248974560","104.0"
"040610","SG&G","KOSDAQ","중견기업부","1780","-35","-1.93","1815","1821","1780","0.0","128545444","60675208880","34.0"
"184230","SGA솔루션즈","KOSDAQ","벤처기업부","647","4","0.62","646","651","632","0.0","164618138","57438714471","89.0"
"016250","SGC E&C","KOSDAQ","중견기업부","14800","-100","-0.67","14900","14900","14630","0.0","101890800","74547392800","5.0"
"005090","SGC에너지","KOSPI",,"21400","0","0.00","21400","21700","21300","0.0","570451700","308359726200","14.0"
"001380","SG글로벌","KOSPI",,"1618","-17","-1.04","1666","1666","1615","0.0","785615107","72751983374","45.0"
"004060","SG세계물산","KOSPI",,"339","1","0.30","339","349","339","1.0","324395215","68622061440","202.0"
"001770","SHD","KOSPI",,"18060","70","0.39","18010","18200","17880","0.0","27221420","21940696680","1.0"
"002360","SH에너지화학","KOSPI",,"375","3","0.81","383","383","373","0.0","77798856","41675148750","111.0"
"009160","SIMPAC","KOSPI",,"4900","-170","-3.35","5070","5100","4855","0.0","862062030","320317743200","65.0"
"033530","SJG세종","KOSPI",,"9940","-410","-3.96","10250","10250","9800","1.0","8834450875","276540352340","28.0"
"123700","SJM","KOSPI",,"3720","20","0.54","3710","3730","3650","0.0","84485765","58050220560","16.0"
"025530","SJM홀딩스","KOSPI",,"3650","-50","-1.35","3690","3715","3645","0.0","54733610","54509129200","15.0"
"034730","SK","KOSPI",,"270000","11000","4.25","262500","274500","261500","0.0","68668013750","19575729810000","73.0"
"357880","SKAI","KOSDAQ","기술성장기업부","1725","-73","-4.06","1805","1898","1714","1.0","1172096410","62231389800","36.0"
"011790","SKC","KOSPI",,"108400","5400","5.24","105300","109100","105300","0.0","24785292300","4104923503200","38.0"
"018670","SK가스","KOSPI",,"227500","8500","3.88","222000","228000","221500","0.0","2258341000","2103293010000","9.0"
"001740","SK네트웍스","KOSPI",,"4470","30","0.68","4445","4525","4445","0.0","1130564938","989112221940","221.0"
"006120","SK디스커버리","KOSPI",,"62200","1700","2.81","60400","63300","60000","0.0","3784205350","1141236581000","18.0"
"006125","SK디스커버리우","KOSPI",,"40050","450","1.14","39700","40250","39700","0.0","315067000","52563822750","1.0"
"210980","SK디앤디","KOSPI",,"13300","-280","-2.06","13610","13750","12900","0.0","1162248550","247611180600","19.0"
"395400","SK리츠","KOSPI",,"5920","30","0.51","5890","5960","5820","0.0","2771893680","1757166224480","297.0"
"302440","SK바이오사이언스","KOSPI",,"48950","950","1.98","48100","49400","48050","0.0","5795296900","3838308958550","78.0"
"326030","SK바이오팜","KOSPI",,"126000","3100","2.52","121900","126300","119900","0.0","27493602600","9867469500000","78.0"
"402340","SK스퀘어","KOSPI",,"416000","24000","6.12","407500","416000","398500","1.0","263885163250","54948239840000","132.0"
"260870","SK시그넷","KONEX","일반기업부","9620","-80","-0.82","9650","9900","9410","0.0","73344140","178641476000","19.0"
"361610","SK아이이테크놀로지","KOSPI",,"24600","450","1.86","24050","24900","24000","0.0","2849814150","2011962660000","82.0"
"100090","SK오션플랜트","KOSPI",,"19900","240","1.22","19460","19900","19300","0.0","7098555955","1243314767100","62.0"
"03473K","SK우","KOSPI",,"201000","7500","3.88","195000","202500","193500","0.0","1018907050","113793135000","1.0"
"096770","SK이노베이션","KOSPI",,"102700","2800","2.80","100100","102800","100100","0.0","27561064800","17361721327600","169.0"
"096775","SK이노베이션우","KOSPI",,"70300","400","0.57","69900","73100","66200","0.0","321390100","87764347800","1.0"
"475150","SK이터닉스","KOSPI",,"21150","750","3.68","20450","21250","20400","0.0","2996936550","713897988300","34.0"
"001510","SK증권","KOSPI",,"649","5","0.78","645","660","645","2.0","1057972104","306711020979","473.0"
"001515","SK증권우","KOSPI",,"2340","-60","-2.50","2430","2430","2320","0.0","21892270","9155282760","4.0"
"285130","SK케미칼","KOSPI",,"67300","1200","1.82","68000","68000","66100","0.0","3472738400","1164206951800","17.0"
"28513K","SK케미칼우","KOSPI",,"28700","400","1.41","28300","29100","28200","0.0","227318050","60712812300","2.0"
"017670","SK텔레콤","KOSPI",,"53000","-300","-0.56","53300","53400","52900","1.0","30716093000","11383872809000","215.0"
"000660","SK하이닉스","KOSPI",,"696000","19000","2.81","698000","700000","684000","4.0","3007998338292","506689646040000","728.0"
"048550","SM C&C","KOSDAQ","중견기업부","1352","-23","-1.67","1374","1375","1324","0.0","667141497","130758166240","97.0"
"063440","SM Life Design","KOSDAQ","중견기업부","1823","-68","-3.60","1892","1918","1809","1.0","1038624070","83911147742","46.0"
"003570","SNT다이내믹스","KOSPI",,"48100","3200","7.13","44900","49150","44000","0.0","4789486625","1599454725700","33.0"
"064960","SNT모티브","KOSPI",,"33450","-750","-2.19","34050","34300","33450","0.0","2311759600","887772098400","27.0"
"100840","SNT에너지","KOSPI",,"37400","1350","3.74","36500","37400","36450","0.0","3775741200","773461284200","21.0"
"036530","SNT홀딩스","KOSPI",,"53200","-1800","-3.27","55100","55100","52500","0.0","1717434250","867366735200","16.0"
"067160","SOOP","KOSDAQ GLOBAL","우량기업부","67300","-1600","-2.32","69500","69900","67200","0.0","4738735100","773597819100","11.0"
"005610","SPC삼립","KOSPI",,"51500","-100","-0.19","51900","52000","51300","0.0","263477950","444393963500","9.0"
"011810","STX","KOSPI",,"3530","0","0.00","0","0","0","0.0","0","109493282310","31.0"
"465770","STX그린로지스","KOSPI",,"5860","-40","-0.68","5910","5960","5810","0.0","102314710","42022247520","7.0"
"077970","STX엔진","KOSPI",,"33200","-250","-0.75","33550","33700","32500","0.0","8247287225","1332915691600","40.0"
"002820","SUN&L","KOSPI",,"2540","-60","-2.31","2600","2600","2505","0.0","125187510","32024292060","13.0"
"289080","SV인베스트먼트","KOSDAQ","중견기업부","1725","1","0.06","1725","1761","1709","0.0","333606512","93643884750","54.0"
"084870","TBH글로벌","KOSPI",,"1200","0","0.00","1200","1200","1186","0.0","38104393","25028182800","21.0"
"002710","TCC스틸","KOSPI",,"14060","290","2.11","13780","14160","13780","0.0","1466285810","368564579820","26.0"
"013720","THE CUBE&","KOSDAQ","중견기업부","653","-15","-2.25","668","700","621","0.0","197998374","39720777379","61.0"
"089230","THE E&M","KOSDAQ","중견기업부","1290","9","0.70","1281","1293","1238","0.0","341961566","34330709370","27.0"
"032540","TJ미디어","KOSDAQ","우량기업부","5560","-80","-1.42","5640","5640","5510","0.0","60574800","77459746040","14.0"
"069260","TKG휴켐스","KOSPI",,"18190","-70","-0.38","18430","18500","18140","0.0","1277886490","743581515720","41.0"
"007980","TP","KOSPI",,"1890","-41","-2.12","1925","1931","1867","0.0","774497807","96720995700","51.0"
"048770","TPC","KOSDAQ","벤처기업부","3515","315","9.84","3200","3720","3200","2.0","6969546250","55178438365","16.0"
"246690","TS인베스트먼트","KOSDAQ","중견기업부","1401","43","3.17","1358","1409","1351","1.0","713875161","58110484662","41.0"
"317240","TS트릴리온","KOSDAQ","벤처기업부","312","-6","-1.89","318","333","307","5.0","1444883840","36132099744","116.0"
"002900","TYM","KOSPI",,"6590","290","4.60","6300","6630","6290","0.0","2494925590","272826000000","41.0"
"024070","WISCOM","KOSPI",,"1869","-7","-0.37","1873","1873","1863","0.0","12042844","28645112622","15.0"
"057030","YBM넷","KOSDAQ","중견기업부","2995","-60","-1.96","3055","3080","2995","0.0","116642288","48856527515","16.0"
"037270","YG PLUS","KOSPI",,"7040","-510","-6.75","7610","7610","6970","4.0","26225649420","448188294400","64.0"
"040300","YTN","KOSDAQ","중견기업부","3735","0","0.00","3715","3780","3710","0.0","796137950","178073520300","48.0"
"051390","YW","KOSDAQ","중견기업부","3880","-20","-0.51","3900","3900","3855","0.0","35488350","44058827840","11.0"
"052220","iMBC","KOSDAQ","중견기업부","3210","10","0.31","3190","3250","3185","0.0","735950226","73830000000","23.0"
"139130","iM금융지주","KOSPI",,"15300","-10","-0.07","15350","15550","15180","0.0","4502052215","2479436389800","162.0"
"079940","가비아","KOSDAQ","우량기업부","33000","50","0.15","33200","33250","31050","0.0","1372593575","446677572000","14.0"
"078890","가온그룹","KOSDAQ","중견기업부","5570","-70","-1.24","5650","5770","5450","0.0","691912425","100521077040","18.0"
"000500","가온전선","KOSPI",,"87600","3900","4.66","84700","87600","83100","0.0","7389238250","1449176874000","17.0"
"399720","가온칩스","KOSDAQ","우량기업부","52600","-200","-0.38","54600","54600","51400","0.0","9685247550","610182092000","12.0"
"296520","가이아코퍼레이션","KONEX","일반기업부","554","72","14.94","0","0","0","0.0","0","2585522432","5.0"
"036620","감성코퍼레이션","KOSDAQ","우량기업부","5690","-70","-1.22","5770","6030","5690","1.0","4404853680","514966456990","91.0"
"000860","강남제비스코","KOSPI",,"13450","-410","-2.96","13800","14080","13310","0.0","1960809900","174850000000","13.0"
"198440","강동씨앤엘","KOSDAQ","중견기업부","1074","-18","-1.65","1092","1095","1065","0.0","51013222","65440856304","61.0"
"217730","강스템바이오텍","KOSDAQ","기술성장기업부","2280","120","5.56","2125","2315","2055","1.0","2134907151","214443459720","94.0"
"035250","강원랜드","KOSPI",,"18290","-110","-0.60","18430","18440","18250","0.0","8453062405","3912971745000","214.0"
"114190","강원에너지","KOSDAQ","우량기업부","13180","680","5.44","12610","13340","12600","0.0","2894129585","344301640840","26.0"
"094480","갤럭시아머니트리","KOSDAQ","중견기업부","9280","60","0.65","9290","9350","9130","0.0","985083445","364052896640","39.0"
"011420","갤럭시아에스엠","KOSPI",,"1940","21","1.09","1920","1940","1920","0.0","101797699","53446309360","28.0"
"039240","경남스틸","KOSDAQ","우량기업부","2720","-15","-0.55","2735","2755","2690","0.0","520358127","73384522880","27.0"
"053950","경남제약","KOSDAQ","중견기업부","678","-13","-1.88","692","696","673","0.0","330454315","52983908724","78.0"
"002100","경농","KOSPI",,"9210","-100","-1.07","9300","9300","9170","0.0","191222145","179802915750","20.0"
"009450","경동나비엔","KOSPI",,"56300","300","0.54","56100","57000","56000","0.0","1746138550","820211729600","15.0"
"267290","경동도시가스","KOSPI",,"20350","-50","-0.25","20450","20550","20200","0.0","277977000","119971512100","6.0"
"012320","경동인베스트","KOSPI",,"53000","100","0.19","53100","53300","52700","0.0","216974800","125346219000","2.0"
"011040","경동제약","KOSDAQ","중견기업부","5840","100","1.74","5740","5840","5700","0.0","329868875","179689593440","31.0"
"000050","경방","KOSPI",,"8960","-410","-4.38","9370","9380","8890","0.0","3325302310","245640819200","27.0"
"214390","경보제약","KOSPI",,"5650","-50","-0.88","5700","5700","5560","0.0","302313395","135073759000","24.0"
"012610","경인양행","KOSPI",,"4720","-290","-5.79","5020","5210","4690","2.0","9454653643","196429242800","42.0"
"009140","경인전자","KOSPI",,"20300","-150","-0.73","20450","20500","20100","0.0","39052250","31887179100","2.0"
"024910","경창산업","KOSDAQ","우량기업부","1969","454","29.97","1969","1969","1969","3.0","6045798748","70527620845","36.0"
"013580","계룡건설","KOSPI",,"20400","100","0.49","20300","20750","20100","0.0","1327278575","182190502800","9.0"
"012200","계양전기","KOSPI",,"7900","50","0.64","8330","8800","7410","12.0","98217086300","215060349100","27.0"
"012205","계양전기우","KOSPI",,"8280","-2220","-21.14","10270","10270","7750","0.0","3610934650","9679974120","1.0"
"002140","고려산업","KOSPI",,"2480","-30","-1.20","2525","2530","2480","0.0","123265346","61849774000","25.0"
"049720","고려신용정보","KOSDAQ","우량기업부","10320","-10","-0.10","10340","10410","10210","0.0","877928270","147576000000","14.0"
"010130","고려아연","KOSPI",,"1307000","20000","1.55","1288000","1307000","1271000","0.0","29650669500","24392871671000","19.0"
"002240","고려제강","KOSPI",,"21700","550","2.60","21600","22050","21250","0.0","688475025","585900000000","27.0"
"014570","고려제약","KOSDAQ","우량기업부","4285","-35","-0.81","4320","4360","4275","0.0","38867220","47135000000","11.0"
"348150","고바이오랩","KOSDAQ","기술성장기업부","6290","450","7.71","5840","6560","5690","0.0","2627286775","122144811810","19.0"
"950190","고스트스튜디오","KOSDAQ","외국기업(소속부없음)","8530","0","0.00","8770","8770","8410","0.0","158985200","111035513270","13.0"
"098460","고영","KOSDAQ","우량기업부","26450","-700","-2.58","28250","28250","25700","4.0","118642566950","1815918269750","69.0"
"035290","골드앤에스","KOSDAQ","중견기업부","670","4","0.60","666","683","657","0.0","82318681","15971620800","24.0"
